authorId,dateTime,desc,videoId,videoLink
7008216250564805637,2022-12-11 16:01:09,Driving in morocco & seeing a tree full of goats😂 #traveltiktok #solotravel #backpacking #solofemaletraveler #arabtiktok #morocco #digitalnomad #sheisnotlost ,7175921679036714245,https://www.tiktok.com/@7008216250564805637/video/7175921679036714245
6683978821923881989,2023-03-18 23:26:32,not letting our 9-5 stop us from traveling 🫶🏼 #digitalnomad #workremote #worktravel #digitalnomadlife #traveltok #backpacking #remotework #livingabroad #movingabroad #womenwhowill #bffgoals #islandlife ,7212031701193690410,https://www.tiktok.com/@6683978821923881989/video/7212031701193690410
6747770185614312453,2020-06-10 00:13:34,This country will basically PAY tourists to visit! #travel #traveladvice #traveltips #travelbucketlist #travelguru #nomadgirl #digitalnomad,6836490196624624902,https://www.tiktok.com/@6747770185614312453/video/6836490196624624902
6764845416200307717,2022-08-22 23:36:57,"secret spots in london, pt. one #londontravelguide #londontravel #londonlife #londonrecommendations #digitalnomad #secretspotslondon #traveltips #travelbucketlist #nealsyard #conventgarden",7134833226027158830,https://www.tiktok.com/@6764845416200307717/video/7134833226027158830
7175147257800639494,2022-12-31 15:21:43,"I found travel gem in Germany, second Venice in Europe #2023summer #2023traveltrends #2023travelgoals #2023travel #2023winter #digitalnomadtravel #dogitalnomadlifestyle #digitalnomad #traveltok #travelbucketlist #travelgems #traveladvice #travelhacks #travelplan #traveltips #visiteurope #visitgermany ",7183333223236177179,https://www.tiktok.com/@7175147257800639494/video/7183333223236177179
6672574899397559301,2023-03-24 10:19:59,don’t blink u might miss it #solofemaletraveler #digitalnomadgirl #thingstodoinflorence #fulltimetravel #digitalnomad ,7214055497823948074,https://www.tiktok.com/@6672574899397559301/video/7214055497823948074
7077925815513695237,2023-03-06 16:41:54,Choose the life you want 🫶🏻 #newlife #digitalnomad #travel #travelife #paradise #frenchtraveler #worldtour ,7207474418438638853,https://www.tiktok.com/@7077925815513695237/video/7207474418438638853
6856959999605359622,2021-09-01 18:30:27,How to travel in Santorini without getting stuck in the ultimate tourist trap #digitalnomad #travel,7003019021457034502,https://www.tiktok.com/@6856959999605359622/video/7003019021457034502
7183419945851634734,2023-02-14 10:11:33,This trend 🥹 #americaninitaly #ancestorstrend #livinginitaly #italy #expat #movingtoitaly #expatinitaly #travelingtoitaly #digitalnomad #americansinitaly #howtomovetoitaly #italianancestry #italiancheck #italianamerican #expatlife #saturday #rihanna #superbowlsunday #hogwartslegacy #superbowl #hogwarts #valentinesday #galentinesday ,7199951696280259886,https://www.tiktok.com/@7183419945851634734/video/7199951696280259886
6954810124309971974,2023-03-10 17:09:55,I was already planning to travel this summer but they blew me with them fees. I didn’t know I was going to Thailand until 2 weeks before I left tho 😂 For context my car lease was already ending in May so I just got my dealership to buy it back early. #blackgirltravel #blackexpats #thailand #fypシ #digitalnomad #blackabroad #blaxit #blackwomentravel #bangkok #blackgirltiktok #americanabroad #traveltiktok ,7208965961389477163,https://www.tiktok.com/@6954810124309971974/video/7208965961389477163
6821316561778672645,2021-12-19 14:29:30,#adayinmylife #sailing #boatlife #yachtlife #digitalnomad #travellife   #MakeABunchHappen #HangUpOnIt,7043420662886812975,https://www.tiktok.com/@6821316561778672645/video/7043420662886812975
6787119458634662918,2022-07-02 20:19:53,Coming back to Amsterdam after 4 years living in the city 🌹 #digitalnomad,7115857098205957382,https://www.tiktok.com/@6787119458634662918/video/7115857098205957382
6895380185618940929,2021-09-14 17:43:56,#stitch with @jungleboyben #travel #digitalnomad,7007831132142046470,https://www.tiktok.com/@6895380185618940929/video/7007831132142046470
6683978821923881989,2023-02-07 00:41:14,working while traveling 🫶🏼🫶🏼 #digitalnomad #traveltok #traveltiktok #curacao #workingabroad #liveabroad #livingabroad #backpacking #islandlife #endlesssummer #worktravel #workabroad #travelinspo ,7197207548859010346,https://www.tiktok.com/@6683978821923881989/video/7197207548859010346
6781988638214718470,2023-01-31 21:13:37,Seriously tho 🥴 #fyp #america #digitalnomad #traveltok #traveltiktok #international #trending #viral #travellife #depressionanxiety #depresion ,7194927531118693678,https://www.tiktok.com/@6781988638214718470/video/7194927531118693678
6683978821923881989,2023-02-14 12:51:55,making memories @sydney blandford 🫶🏼 #digitalnomad #caribbean #curacao #liveabroad #workabroad #backpacking #backpacklife #traveltiktok #islandlife #traveltok #movingabroad #worktravel #traveldiaries ,7199993326014287150,https://www.tiktok.com/@6683978821923881989/video/7199993326014287150
6695368801233978374,2022-01-09 10:50:01,The bread is delicious. Fresh from the oven#travel#nomadlife#africa#digitalnomad#ghana,7051156874342944047,https://www.tiktok.com/@6695368801233978374/video/7051156874342944047
7200957828252795947,2023-05-03 13:06:52,"Best places paying you to go there #4 Sardinia, Italy  Subscribe to my youtube channel for more budget travel content. Link is in the bio⬆️ ⬆️ #sardinia #sardinia_exp #sardiniaexperience #sardinianworld #sardiniaphotos #sardiniatravel #visitsardinia #italytravel #italy_vacations #italytour #italylovers #italytourism #travel #budgettravel #cheaptravel #travelhacks #traveltips #traveltipsandtricks #traveldiaries #travelholic #wanderlust #nomad #nomadlife #nomadlifestyle #digitalnomad #wheretonext ",7228926363082837294,https://www.tiktok.com/@7200957828252795947/video/7228926363082837294
6859060053544420358,2022-08-08 12:33:44,Who wants to see the results 😆 #travel #traveltiktok #travellife #travelbucketlist #traveltok #travelcoach #remotework #digitalnomad #fulltimetravel #contentcreator,7129467132034682118,https://www.tiktok.com/@6859060053544420358/video/7129467132034682118
6824257407015846917,2021-06-21 16:23:56,#digitalnomad #remotework #workfromhome,6976268271985249541,https://www.tiktok.com/@6824257407015846917/video/6976268271985249541
7025497061530829829,2023-04-10 21:19:54,heres your sign to travel and get tf out 😭 #digitalnomad #travel #lgbtq #traveltiktok #queer ,7220518544205696299,https://www.tiktok.com/@7025497061530829829/video/7220518544205696299
6745436019124225030,2020-07-21 02:13:36,Staying in a bubble in #ChiangMai #Thailand | #travellife #digitalnomad #uniquehouse #naturelover #traveling,6851735613364866309,https://www.tiktok.com/@6745436019124225030/video/6851735613364866309
6834955416516297734,2023-02-16 23:45:22,Everyone in the office is invested in this project now 😂 Should we support him by showing up in Hawaiian shirts? 🌺🏝 #corporatelife #remote #remoteworklife #digitalnomad #digitalnomadlife #hawaiibound #remotejobs #HR #employeeoftheyear ,7200904006527405358,https://www.tiktok.com/@6834955416516297734/video/7200904006527405358
